anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv
2009,50,Mendoza,60-64 años,Varón,4160,2165.01,0.52,0.16,0.08,0.48
2009,50,Mendoza,65-69 años,Mujer,7564,2369.87,0.31,0.31,0.08,0.26
2009,50,Mendoza,65-69 años,Varón,4779,2042.15,0.43,0.25,0.09,0.37
2009,50,Mendoza,70-74 años,Mujer,4475,1818.66,0.41,0.18,0.07,0.37
2009,50,Mendoza,70-74 años,Varón,4527,1810.35,0.4,0.2,0.08,0.39
2009,50,Mendoza,75-79 años,Mujer,3903,1524.58,0.39,0.23,0.08,0.35
2009,50,Mendoza,75-79 años,Varón,736,736,1,0.06,0.05,0.97
2009,50,Mendoza,80+ años,Mujer,2606,1308.5,0.5,0.18,0.08,0.46
2009,50,Mendoza,80+ años,Varón,2960,1765.57,0.6,0.23,0.12,0.52
2009,54,Misiones,20-24 años,Mujer,1467,737.39,0.5,0.04,0.02,0.5
2009,54,Misiones,20-24 años,Varón,1141,868.58,0.76,0.05,0.03,0.74
2009,54,Misiones,25-29 años,Mujer,1935,914.43,0.47,0.07,0.03,0.46
2009,54,Misiones,25-29 años,Varón,1155,1024.61,0.89,0.05,0.04,0.86
2009,54,Misiones,30-34 años,Mujer,2858,1190.62,0.42,0.11,0.04,0.39
2009,54,Misiones,30-34 años,Varón,717,507.3,0.71,0.03,0.02,0.7
2009,54,Misiones,35-39 años,Mujer,3238,1151.22,0.36,0.12,0.04,0.33
2009,54,Misiones,35-39 años,Varón,1292,710.93,0.55,0.06,0.03,0.53
2009,54,Misiones,40-44 años,Mujer,2046,1009.93,0.49,0.08,0.04,0.47
2009,54,Misiones,40-44 años,Varón,605,427.92,0.71,0.04,0.03,0.7
2009,54,Misiones,45-49 años,Mujer,418,418,1,0.02,0.02,0.99
2009,54,Misiones,45-49 años,Varón,1032,673.45,0.65,0.04,0.02,0.64
2009,54,Misiones,50-54 años,Mujer,1710,1039.23,0.61,0.09,0.05,0.58
2009,54,Misiones,50-54 años,Varón,2142,1029.58,0.48,0.12,0.05,0.45
2009,54,Misiones,55-59 años,Mujer,2183,917.97,0.42,0.2,0.08,0.37
2009,54,Misiones,55-59 años,Varón,1907,928.04,0.49,0.15,0.07,0.45
2009,54,Misiones,60-64 años,Mujer,1227,535.53,0.44,0.13,0.05,0.42
2009,54,Misiones,60-64 años,Varón,2442,1580.05,0.65,0.18,0.1,0.56
2009,54,Misiones,65-69 años,Mujer,1213,538.56,0.44,0.21,0.08,0.41
2009,54,Misiones,65-69 años,Varón,523,400.93,0.77,0.06,0.05,0.77
2009,54,Misiones,70-74 años,Mujer,885,597.89,0.68,0.13,0.08,0.63
2009,54,Misiones,70-74 años,Varón,2116,1039.31,0.49,0.47,0.16,0.34
2009,54,Misiones,75-79 años,Mujer,1356,1023.41,0.75,0.26,0.16,0.6
2009,54,Misiones,75-79 años,Varón,1175,611.12,0.52,0.45,0.16,0.36
2009,54,Misiones,80+ años,Mujer,701,579.66,0.83,0.21,0.15,0.71
2009,54,Misiones,80+ años,Varón,0,0,NA,0,0,NA
2009,58,Neuquén,20-24 años,Mujer,296,296,1,0.02,0.02,1
2009,58,Neuquén,20-24 años,Varón,0,0,NA,0,0,NA
2009,58,Neuquén,25-29 años,Mujer,893,472.14,0.53,0.05,0.03,0.52
2009,58,Neuquén,25-29 años,Varón,254,254,1,0.01,0.01,1
2009,58,Neuquén,30-34 años,Mujer,1384,627.8,0.45,0.07,0.03,0.44
2009,58,Neuquén,30-34 años,Varón,230,230,1,0.02,0.02,1
2009,58,Neuquén,35-39 años,Mujer,1488,651.22,0.44,0.07,0.03,0.43
2009,58,Neuquén,35-39 años,Varón,1362,635.13,0.47,0.09,0.04,0.45
2009,58,Neuquén,40-44 años,Mujer,789,423.83,0.54,0.05,0.03,0.54
2009,58,Neuquén,40-44 años,Varón,950,576.19,0.61,0.11,0.06,0.57
2009,58,Neuquén,45-49 años,Mujer,371,276.82,0.75,0.03,0.03,0.74
2009,58,Neuquén,45-49 años,Varón,0,0,NA,0,0,NA
2009,58,Neuquén,50-54 años,Mujer,1244,617.31,0.5,0.1,0.05,0.48
2009,58,Neuquén,50-54 años,Varón,2394,1172.35,0.49,0.23,0.09,0.41
2009,58,Neuquén,55-59 años,Mujer,1473,619.39,0.42,0.16,0.06,0.4
2009,58,Neuquén,55-59 años,Varón,822,453.76,0.55,0.06,0.03,0.57
2009,58,Neuquén,60-64 años,Mujer,1542,612.05,0.4,0.18,0.06,0.37
2009,58,Neuquén,60-64 años,Varón,1541,656.51,0.43,0.15,0.06,0.4
2009,58,Neuquén,65-69 años,Mujer,250,180.56,0.72,0.04,0.03,0.73
2009,58,Neuquén,65-69 años,Varón,741,433.53,0.59,0.09,0.05,0.57
2009,58,Neuquén,70-74 años,Mujer,1398,581.28,0.42,0.37,0.12,0.33
2009,58,Neuquén,70-74 años,Varón,512,362.21,0.71,0.18,0.12,0.65
2009,58,Neuquén,75-79 años,Mujer,425,302.84,0.71,0.12,0.08,0.67
2009,58,Neuquén,75-79 años,Varón,1066,679.95,0.64,0.74,0.19,0.25
2009,58,Neuquén,80+ años,Mujer,654,345.31,0.53,0.19,0.1,0.5
2009,58,Neuquén,80+ años,Varón,0,0,NA,0,0,NA
2009,62,Río Negro,20-24 años,Mujer,1151,607.24,0.53,0.08,0.04,0.51
2009,62,Río Negro,20-24 años,Varón,573,573,1,0.02,0.02,0.99
2009,62,Río Negro,25-29 años,Mujer,992,499.6,0.5,0.06,0.03,0.49
2009,62,Río Negro,25-29 años,Varón,457,280.91,0.61,0.03,0.02,0.61
2009,62,Río Negro,30-34 años,Mujer,1377,646.46,0.47,0.09,0.04,0.44
2009,62,Río Negro,30-34 años,Varón,992,469.35,0.47,0.05,0.03,0.47
2009,62,Río Negro,35-39 años,Mujer,1324,568.65,0.43,0.06,0.03,0.42
2009,62,Río Negro,35-39 años,Varón,505,357.24,0.71,0.04,0.02,0.7
2009,62,Río Negro,40-44 años,Mujer,1084,506.98,0.47,0.06,0.03,0.46
2009,62,Río Negro,40-44 años,Varón,1541,707.86,0.46,0.12,0.05,0.43
2009,62,Río Negro,45-49 años,Mujer,1765,615.89,0.35,0.1,0.04,0.34
2009,62,Río Negro,45-49 años,Varón,2170,794.01,0.37,0.16,0.05,0.34
2009,62,Río Negro,50-54 años,Mujer,1577,706.99,0.45,0.11,0.05,0.42
2009,62,Río Negro,50-54 años,Varón,2355,846.86,0.36,0.16,0.05,0.33
2009,62,Río Negro,55-59 años,Mujer,1951,845.69,0.43,0.13,0.05,0.4
2009,62,Río Negro,55-59 años,Varón,949,416.77,0.44,0.09,0.04,0.44
2009,62,Río Negro,60-64 años,Mujer,1660,705.47,0.42,0.19,0.07,0.38
2009,62,Río Negro,60-64 años,Varón,753,390.86,0.52,0.12,0.06,0.5
2009,62,Río Negro,65-69 años,Mujer,3098,954.65,0.31,0.3,0.08,0.25
2009,62,Río Negro,65-69 años,Varón,1488,682.27,0.46,0.21,0.08,0.4
2009,62,Río Negro,70-74 años,Mujer,824,435.17,0.53,0.15,0.07,0.48
2009,62,Río Negro,70-74 años,Varón,1756,643,0.37,0.32,0.1,0.31
2009,62,Río Negro,75-79 años,Mujer,797,525.41,0.66,0.17,0.1,0.58
2009,62,Río Negro,75-79 años,Varón,1436,582.41,0.41,0.31,0.11,0.34
2009,62,Río Negro,80+ años,Mujer,895,366.77,0.41,0.21,0.09,0.42
2009,62,Río Negro,80+ años,Varón,1494,585.4,0.39,0.29,0.1,0.34
2009,66,Salta,20-24 años,Mujer,2517,1381.71,0.55,0.06,0.03,0.53
2009,66,Salta,20-24 años,Varón,1638,1638,1,0.03,0.03,0.98
2009,66,Salta,25-29 años,Mujer,1968,1266.37,0.64,0.05,0.03,0.62
2009,66,Salta,25-29 años,Varón,506,506,1,0.01,0.01,1
2009,66,Salta,30-34 años,Mujer,1327,834.94,0.63,0.03,0.02,0.62
2009,66,Salta,30-34 años,Varón,1315,785.35,0.6,0.04,0.02,0.59
2009,66,Salta,35-39 años,Mujer,2666,987.35,0.37,0.08,0.03,0.36
2009,66,Salta,35-39 años,Varón,694,491.54,0.71,0.03,0.02,0.71
2009,66,Salta,40-44 años,Mujer,1871,865.83,0.46,0.07,0.03,0.45
2009,66,Salta,40-44 años,Varón,0,0,NA,0,0,NA
2009,66,Salta,45-49 años,Mujer,5803,2148.96,0.37,0.15,0.05,0.33
2009,66,Salta,45-49 años,Varón,2991,1291.61,0.43,0.17,0.07,0.39
2009,66,Salta,50-54 años,Mujer,3830,1419.83,0.37,0.14,0.05,0.35
2009,66,Salta,50-54 años,Varón,3440,1325.71,0.39,0.16,0.06,0.37
2009,66,Salta,55-59 años,Mujer,3831,1827.72,0.48,0.17,0.07,0.42
2009,66,Salta,55-59 años,Varón,6313,2345.38,0.37,0.32,0.1,0.3
2009,66,Salta,60-64 años,Mujer,2235,924.34,0.41,0.11,0.04,0.41
2009,66,Salta,60-64 años,Varón,1456,897.9,0.62,0.09,0.05,0.6
2009,66,Salta,65-69 años,Mujer,451,338.61,0.75,0.04,0.03,0.75
2009,66,Salta,65-69 años,Varón,1601,901.7,0.56,0.11,0.06,0.54
2009,66,Salta,70-74 años,Mujer,2896,1125.96,0.39,0.36,0.11,0.31
2009,66,Salta,70-74 años,Varón,1055,609.32,0.58,0.08,0.04,0.59
2009,66,Salta,75-79 años,Mujer,871,527.18,0.61,0.22,0.12,0.54
2009,66,Salta,75-79 años,Varón,1792,784.6,0.44,0.22,0.09,0.41
2009,66,Salta,80+ años,Mujer,861,588.37,0.68,0.11,0.07,0.65
2009,66,Salta,80+ años,Varón,1855,1148.53,0.62,0.36,0.17,0.47
2009,70,San Juan,20-24 años,Mujer,375,375,1,0.01,0.01,1
2009,70,San Juan,20-24 años,Varón,0,0,NA,0,0,NA
2009,70,San Juan,25-29 años,Mujer,2238,1044.3,0.47,0.1,0.05,0.44
2009,70,San Juan,25-29 años,Varón,237,237,1,0.01,0.01,1
2009,70,San Juan,30-34 años,Mujer,1778,707.67,0.4,0.07,0.03,0.39
2009,70,San Juan,30-34 años,Varón,301,301,1,0.02,0.02,0.99
2009,70,San Juan,35-39 años,Mujer,1249,639.92,0.51,0.07,0.03,0.5
2009,70,San Juan,35-39 años,Varón,1997,1270.51,0.64,0.11,0.06,0.59
2009,70,San Juan,40-44 años,Mujer,3251,1323.31,0.41,0.19,0.07,0.36
2009,70,San Juan,40-44 años,Varón,292,292,1,0.02,0.02,0.99
2009,70,San Juan,45-49 años,Mujer,1873,1006.76,0.54,0.13,0.06,0.5
2009,70,San Juan,45-49 años,Varón,2741,1183.39,0.43,0.19,0.07,0.39
2009,70,San Juan,50-54 años,Mujer,1850,896.45,0.48,0.13,0.06,0.45
2009,70,San Juan,50-54 años,Varón,1444,859.57,0.6,0.13,0.07,0.55
2009,70,San Juan,55-59 años,Mujer,2304,889.72,0.39,0.16,0.06,0.37
2009,70,San Juan,55-59 años,Varón,2847,1206.84,0.42,0.2,0.08,0.37
2009,70,San Juan,60-64 años,Mujer,4120,1233.22,0.3,0.27,0.07,0.26
2009,70,San Juan,60-64 años,Varón,584,446.46,0.76,0.07,0.05,0.74
2009,70,San Juan,65-69 años,Mujer,3759,1316.85,0.35,0.26,0.08,0.3
2009,70,San Juan,65-69 años,Varón,4427,1713.69,0.39,0.46,0.12,0.25
2009,70,San Juan,70-74 años,Mujer,1651,664.54,0.4,0.17,0.06,0.38
2009,70,San Juan,70-74 años,Varón,2166,913.59,0.42,0.38,0.12,0.33
2009,70,San Juan,75-79 años,Mujer,802,521.03,0.65,0.16,0.09,0.6
2009,70,San Juan,75-79 años,Varón,1986,834.76,0.42,0.29,0.11,0.37
2009,70,San Juan,80+ años,Mujer,1776,757.53,0.43,0.27,0.1,0.36
2009,70,San Juan,80+ años,Varón,570,403.94,0.71,0.1,0.07,0.69
2009,74,San Luis,20-24 años,Mujer,876,457.6,0.52,0.06,0.03,0.51
2009,74,San Luis,20-24 años,Varón,371,371,1,0.02,0.02,0.99
2009,74,San Luis,25-29 años,Mujer,1388,526.71,0.38,0.08,0.03,0.37
2009,74,San Luis,25-29 años,Varón,413,292.05,0.71,0.03,0.02,0.7
2009,74,San Luis,30-34 años,Mujer,1378,486.14,0.35,0.09,0.03,0.34
2009,74,San Luis,30-34 años,Varón,892,456.57,0.51,0.06,0.03,0.5
2009,74,San Luis,35-39 años,Mujer,602,322.43,0.54,0.06,0.03,0.52
2009,74,San Luis,35-39 años,Varón,341,241.15,0.71,0.03,0.02,0.7
2009,74,San Luis,40-44 años,Mujer,1520,531.58,0.35,0.14,0.04,0.33
2009,74,San Luis,40-44 años,Varón,250,182.47,0.73,0.03,0.02,0.73
2009,74,San Luis,45-49 años,Mujer,1372,549.9,0.4,0.12,0.05,0.38
2009,74,San Luis,45-49 años,Varón,1278,557.9,0.44,0.13,0.05,0.41
2009,74,San Luis,50-54 años,Mujer,290,185.07,0.64,0.03,0.02,0.64
2009,74,San Luis,50-54 años,Varón,763,407.96,0.53,0.08,0.04,0.52
2009,74,San Luis,55-59 años,Mujer,892,408.37,0.46,0.1,0.04,0.44
2009,74,San Luis,55-59 años,Varón,1462,622.3,0.43,0.22,0.08,0.38
2009,74,San Luis,60-64 años,Mujer,2063,642.84,0.31,0.22,0.06,0.28
2009,74,San Luis,60-64 años,Varón,334,202.57,0.61,0.05,0.03,0.61
2009,74,San Luis,65-69 años,Mujer,1858,699.93,0.38,0.2,0.07,0.33
2009,74,San Luis,65-69 años,Varón,2295,775.98,0.34,0.37,0.1,0.26
2009,74,San Luis,70-74 años,Mujer,1445,567,0.39,0.33,0.1,0.31
2009,74,San Luis,70-74 años,Varón,1469,587.75,0.4,0.32,0.1,0.32
2009,74,San Luis,75-79 años,Mujer,1453,519.82,0.36,0.33,0.1,0.3
2009,74,San Luis,75-79 años,Varón,593,419.34,0.71,0.21,0.13,0.6
2009,74,San Luis,80+ años,Mujer,245,188.48,0.77,0.06,0.05,0.76
2009,74,San Luis,80+ años,Varón,0,0,NA,0,0,NA
2009,78,Santa Cruz,20-24 años,Mujer,441,249.32,0.57,0.06,0.03,0.55
2009,78,Santa Cruz,20-24 años,Varón,241,178.9,0.74,0.03,0.02,0.73
2009,78,Santa Cruz,25-29 años,Mujer,291,172.52,0.59,0.03,0.02,0.58
2009,78,Santa Cruz,25-29 años,Varón,244,244,1,0.03,0.03,0.98
2009,78,Santa Cruz,30-34 años,Mujer,430,187.7,0.44,0.06,0.03,0.43
2009,78,Santa Cruz,30-34 años,Varón,174,174,1,0.02,0.02,0.99
2009,78,Santa Cruz,35-39 años,Mujer,812,397.38,0.49,0.13,0.06,0.45
2009,78,Santa Cruz,35-39 años,Varón,410,210.35,0.51,0.06,0.03,0.5
2009,78,Santa Cruz,40-44 años,Mujer,1615,509.5,0.32,0.21,0.06,0.29
2009,78,Santa Cruz,40-44 años,Varón,0,0,NA,0,0,NA
2009,78,Santa Cruz,45-49 años,Mujer,408,200.85,0.49,0.07,0.03,0.48
2009,78,Santa Cruz,45-49 años,Varón,411,189.76,0.46,0.09,0.04,0.45
2009,78,Santa Cruz,50-54 años,Mujer,580,272.29,0.47,0.14,0.06,0.43
2009,78,Santa Cruz,50-54 años,Varón,500,239.04,0.48,0.1,0.05,0.46
2009,78,Santa Cruz,55-59 años,Mujer,469,275.34,0.59,0.1,0.06,0.55
2009,78,Santa Cruz,55-59 años,Varón,530,266.59,0.5,0.11,0.05,0.48
2009,78,Santa Cruz,60-64 años,Mujer,1377,418.07,0.3,0.35,0.09,0.24
2009,78,Santa Cruz,60-64 años,Varón,774,299.55,0.39,0.36,0.11,0.32
2009,78,Santa Cruz,65-69 años,Mujer,637,228.51,0.36,0.25,0.08,0.31
2009,78,Santa Cruz,65-69 años,Varón,697,309.43,0.44,0.26,0.1,0.37
2009,78,Santa Cruz,70-74 años,Mujer,497,220.8,0.44,0.27,0.11,0.41
2009,78,Santa Cruz,70-74 años,Varón,764,260.39,0.34,0.28,0.08,0.31
2009,78,Santa Cruz,75-79 años,Mujer,342,165.93,0.49,0.28,0.12,0.43
2009,78,Santa Cruz,75-79 años,Varón,286,168.12,0.59,0.25,0.12,0.5
2009,78,Santa Cruz,80+ años,Mujer,114,85.91,0.75,0.16,0.11,0.67
2009,78,Santa Cruz,80+ años,Varón,0,0,NA,0,0,NA
2009,82,Santa Fe,20-24 años,Mujer,1993,1435.3,0.72,0.02,0.01,0.72
2009,82,Santa Fe,20-24 años,Varón,6757,4247.3,0.63,0.06,0.04,0.61
2009,82,Santa Fe,25-29 años,Mujer,4619,2004.77,0.43,0.04,0.02,0.43
2009,82,Santa Fe,25-29 años,Varón,512,512,1,0.01,0.01,1
2009,82,Santa Fe,30-34 años,Mujer,3196,1656.43,0.52,0.04,0.02,0.51
2009,82,Santa Fe,30-34 años,Varón,3132,1603.99,0.51,0.04,0.02,0.51
2009,82,Santa Fe,35-39 años,Mujer,4349,1946.52,0.45,0.05,0.02,0.44
2009,82,Santa Fe,35-39 años,Varón,3459,1620.93,0.47,0.04,0.02,0.47
2009,82,Santa Fe,40-44 años,Mujer,9859,2938.11,0.3,0.11,0.03,0.29
2009,82,Santa Fe,40-44 años,Varón,7622,2846.25,0.37,0.09,0.03,0.36
2009,82,Santa Fe,45-49 años,Mujer,1996,1561.26,0.78,0.03,0.02,0.77
2009,82,Santa Fe,45-49 años,Varón,9609,3657.11,0.38,0.1,0.04,0.36
2009,82,Santa Fe,50-54 años,Mujer,8749,3265.95,0.37,0.1,0.04,0.36
2009,82,Santa Fe,50-54 años,Varón,8975,4575.69,0.51,0.15,0.07,0.45
2009,82,Santa Fe,55-59 años,Mujer,6564,2507.47,0.38,0.08,0.03,0.37
2009,82,Santa Fe,55-59 años,Varón,5886,2933.12,0.5,0.12,0.06,0.47
2009,82,Santa Fe,60-64 años,Mujer,10625,3532,0.33,0.12,0.04,0.31
2009,82,Santa Fe,60-64 años,Varón,9789,3494.01,0.36,0.22,0.07,0.31
2009,82,Santa Fe,65-69 años,Mujer,8733,2963.02,0.34,0.15,0.05,0.31
2009,82,Santa Fe,65-69 años,Varón,10004,3418.53,0.34,0.16,0.05,0.32
2009,82,Santa Fe,70-74 años,Mujer,7243,2455.49,0.34,0.16,0.05,0.32
2009,82,Santa Fe,70-74 años,Varón,7991,3094.99,0.39,0.23,0.08,0.34
2009,82,Santa Fe,75-79 años,Mujer,4492,1688.02,0.38,0.1,0.04,0.36
2009,82,Santa Fe,75-79 años,Varón,10617,3988.58,0.38,0.28,0.09,0.3
2009,82,Santa Fe,80+ años,Mujer,5301,2175.42,0.41,0.12,0.04,0.39
2009,82,Santa Fe,80+ años,Varón,5455,2125.14,0.39,0.19,0.07,0.36
2009,86,Santiago del Estero,20-24 años,Mujer,1630,751.47,0.46,0.06,0.03,0.45
2009,86,Santiago del Estero,20-24 años,Varón,1280,747.43,0.58,0.06,0.03,0.57
2009,86,Santiago del Estero,25-29 años,Mujer,4006,1508.24,0.38,0.21,0.07,0.33
2009,86,Santiago del Estero,25-29 años,Varón,1551,717.79,0.46,0.08,0.04,0.46
2009,86,Santiago del Estero,30-34 años,Mujer,3712,1161.2,0.31,0.17,0.05,0.29
2009,86,Santiago del Estero,30-34 años,Varón,1369,833.22,0.61,0.08,0.05,0.58
2009,86,Santiago del Estero,35-39 años,Mujer,2107,751.77,0.36,0.13,0.05,0.34
2009,86,Santiago del Estero,35-39 años,Varón,1840,909.03,0.49,0.12,0.06,0.46
2009,86,Santiago del Estero,40-44 años,Mujer,2790,1055.3,0.38,0.13,0.05,0.35
2009,86,Santiago del Estero,40-44 años,Varón,2308,1019.21,0.44,0.16,0.06,0.4
2009,86,Santiago del Estero,45-49 años,Mujer,2220,1017.23,0.46,0.19,0.08,0.41
2009,86,Santiago del Estero,45-49 años,Varón,2270,1102.81,0.49,0.16,0.07,0.44
2009,86,Santiago del Estero,50-54 años,Mujer,4403,1596.44,0.36,0.27,0.08,0.31
2009,86,Santiago del Estero,50-54 años,Varón,3131,1549.26,0.49,0.2,0.09,0.43
2009,86,Santiago del Estero,55-59 años,Mujer,1703,768.8,0.45,0.2,0.08,0.41
2009,86,Santiago del Estero,55-59 años,Varón,3445,1237.18,0.36,0.33,0.1,0.3
2009,86,Santiago del Estero,60-64 años,Mujer,2679,1127.25,0.42,0.21,0.08,0.37
2009,86,Santiago del Estero,60-64 años,Varón,1096,528.59,0.48,0.18,0.09,0.48
2009,86,Santiago del Estero,65-69 años,Mujer,2166,1075.2,0.5,0.29,0.11,0.4
2009,86,Santiago del Estero,65-69 años,Varón,2317,1042.24,0.45,0.35,0.13,0.36
2009,86,Santiago del Estero,70-74 años,Mujer,1357,596.09,0.44,0.17,0.08,0.43
2009,86,Santiago del Estero,70-74 años,Varón,2396,1143.49,0.48,0.38,0.15,0.39
2009,86,Santiago del Estero,75-79 años,Mujer,1262,607.64,0.48,0.3,0.13,0.42
2009,86,Santiago del Estero,75-79 años,Varón,878,631.31,0.72,0.25,0.16,0.65
2009,86,Santiago del Estero,80+ años,Mujer,958,589.61,0.62,0.15,0.09,0.57
2009,86,Santiago del Estero,80+ años,Varón,0,0,NA,0,0,NA
2009,90,Tucumán,20-24 años,Mujer,3421,1822.83,0.53,0.07,0.03,0.51
2009,90,Tucumán,20-24 años,Varón,3112,1706.22,0.55,0.06,0.03,0.53
2009,90,Tucumán,25-29 años,Mujer,4611,1565.88,0.34,0.1,0.03,0.33
2009,90,Tucumán,25-29 años,Varón,3038,1603.02,0.53,0.07,0.03,0.51
2009,90,Tucumán,30-34 años,Mujer,3373,1286.37,0.38,0.07,0.03,0.37
2009,90,Tucumán,30-34 años,Varón,1625,1044.48,0.64,0.03,0.02,0.63
2009,90,Tucumán,35-39 años,Mujer,3545,1394.07,0.39,0.09,0.03,0.37
2009,90,Tucumán,35-39 años,Varón,2223,1847.53,0.83,0.09,0.07,0.77
2009,90,Tucumán,40-44 años,Mujer,2064,1261.94,0.61,0.06,0.04,0.59
2009,90,Tucumán,40-44 años,Varón,369,369,1,0.01,0.01,1
2009,90,Tucumán,45-49 años,Mujer,3721,1453.82,0.39,0.11,0.04,0.37
2009,90,Tucumán,45-49 años,Varón,2795,1287.29,0.46,0.1,0.04,0.44
2009,90,Tucumán,50-54 años,Mujer,4527,1800.38,0.4,0.17,0.06,0.36
2009,90,Tucumán,50-54 años,Varón,2793,1379.75,0.49,0.12,0.06,0.47
2009,90,Tucumán,55-59 años,Mujer,2327,1054,0.45,0.08,0.04,0.44
2009,90,Tucumán,55-59 años,Varón,4766,2224.6,0.47,0.21,0.08,0.4
2009,90,Tucumán,60-64 años,Mujer,7620,2441.16,0.32,0.27,0.07,0.27
2009,90,Tucumán,60-64 años,Varón,3399,1521.89,0.45,0.15,0.06,0.41
2009,90,Tucumán,65-69 años,Mujer,4214,1565.79,0.37,0.27,0.09,0.33
2009,90,Tucumán,65-69 años,Varón,3294,1669.63,0.51,0.2,0.09,0.44
2009,90,Tucumán,70-74 años,Mujer,1641,893.26,0.54,0.15,0.08,0.51
2009,90,Tucumán,70-74 años,Varón,1163,950.83,0.82,0.11,0.09,0.77
2009,90,Tucumán,75-79 años,Mujer,1069,638.88,0.6,0.11,0.07,0.57
2009,90,Tucumán,75-79 años,Varón,0,0,NA,0,0,NA
2009,90,Tucumán,80+ años,Mujer,2925,1356.38,0.46,0.22,0.09,0.41
2009,90,Tucumán,80+ años,Varón,1950,1217.68,0.62,0.35,0.17,0.48
2009,94,Tierra del Fuego,20-24 años,Mujer,719,296.59,0.41,0.12,0.05,0.38
2009,94,Tierra del Fuego,20-24 años,Varón,355,243.15,0.68,0.06,0.04,0.66
2009,94,Tierra del Fuego,25-29 años,Mujer,576,212.68,0.37,0.12,0.04,0.35
2009,94,Tierra del Fuego,25-29 años,Varón,240,146.07,0.61,0.05,0.03,0.6
2009,94,Tierra del Fuego,30-34 años,Mujer,310,171.79,0.55,0.07,0.04,0.53
2009,94,Tierra del Fuego,30-34 años,Varón,63,63,1,0.01,0.01,1
2009,94,Tierra del Fuego,35-39 años,Mujer,675,217.66,0.32,0.15,0.05,0.3
2009,94,Tierra del Fuego,35-39 años,Varón,190,117.04,0.62,0.05,0.03,0.6
2009,94,Tierra del Fuego,40-44 años,Mujer,887,311.32,0.35,0.16,0.05,0.32
2009,94,Tierra del Fuego,40-44 años,Varón,232,139.19,0.6,0.06,0.04,0.58
2009,94,Tierra del Fuego,45-49 años,Mujer,798,293.34,0.37,0.2,0.06,0.33
2009,94,Tierra del Fuego,45-49 años,Varón,758,274.1,0.36,0.15,0.05,0.33
2009,94,Tierra del Fuego,50-54 años,Mujer,600,275.53,0.46,0.15,0.06,0.42
2009,94,Tierra del Fuego,50-54 años,Varón,549,277.72,0.51,0.16,0.07,0.46
2009,94,Tierra del Fuego,55-59 años,Mujer,581,255.86,0.44,0.26,0.1,0.37
2009,94,Tierra del Fuego,55-59 años,Varón,263,139.23,0.53,0.15,0.08,0.5
2009,94,Tierra del Fuego,60-64 años,Mujer,52,36.88,0.71,0.04,0.03,0.74
2009,94,Tierra del Fuego,60-64 años,Varón,953,353.8,0.37,0.62,0.12,0.19
2009,94,Tierra del Fuego,65-69 años,Mujer,33,33,1,0.03,0.03,1.02
2009,94,Tierra del Fuego,65-69 años,Varón,308,138.37,0.45,0.44,0.15,0.34
2009,94,Tierra del Fuego,70-74 años,Mujer,53,37.64,0.71,0.09,0.07,0.72
2009,94,Tierra del Fuego,70-74 años,Varón,194,103.12,0.53,0.34,0.16,0.45
2009,94,Tierra del Fuego,75-79 años,Mujer,196,172.82,0.88,0.45,0.27,0.61
2009,94,Tierra del Fuego,75-79 años,Varón,100,76.69,0.77,0.34,0.23,0.67
2009,94,Tierra del Fuego,80+ años,Mujer,90,69.08,0.77,0.24,0.16,0.66
2009,94,Tierra del Fuego,80+ años,Varón,0,0,NA,0,0,NA
2013,2,CABA,20-24 años,Mujer,0,0,NA,0,0,NA
2013,2,CABA,20-24 años,Varón,0,0,NA,0,0,NA
2013,2,CABA,25-29 años,Mujer,1688,1317.24,0.78,0.01,0.01,0.79
2013,2,CABA,25-29 años,Varón,1949,1949,1,0.02,0.02,1
2013,2,CABA,30-34 años,Mujer,1674,1674,1,0.02,0.02,1
2013,2,CABA,30-34 años,Varón,9524,5592.64,0.59,0.08,0.04,0.57
2013,2,CABA,35-39 años,Mujer,5143,4855.08,0.94,0.05,0.04,0.92
2013,2,CABA,35-39 años,Varón,4570,3244.03,0.71,0.03,0.02,0.71
2013,2,CABA,40-44 años,Mujer,149,149,1,0,0,1.02
2013,2,CABA,40-44 años,Varón,0,0,NA,0,0,NA
2013,2,CABA,45-49 años,Mujer,2192,1582,0.72,0.03,0.02,0.74
2013,2,CABA,45-49 años,Varón,4450,3264.95,0.73,0.05,0.04,0.73
2013,2,CABA,50-54 años,Mujer,8179,4101.55,0.5,0.08,0.04,0.5
2013,2,CABA,50-54 años,Varón,7496,4382.3,0.58,0.1,0.06,0.57
2013,2,CABA,55-59 años,Mujer,17618,8580.67,0.49,0.21,0.09,0.43
2013,2,CABA,55-59 años,Varón,4876,2871.46,0.59,0.08,0.05,0.6
2013,2,CABA,60-64 años,Mujer,6552,5802.23,0.89,0.09,0.08,0.83
2013,2,CABA,60-64 años,Varón,14185,6678.67,0.47,0.2,0.09,0.43
2013,2,CABA,65-69 años,Mujer,23546,11463.78,0.49,0.26,0.11,0.41
2013,2,CABA,65-69 años,Varón,18546,9353.44,0.5,0.41,0.14,0.35
2013,2,CABA,70-74 años,Mujer,10902,7587.51,0.7,0.15,0.1,0.62
2013,2,CABA,70-74 años,Varón,19379,9277.14,0.48,0.39,0.14,0.35
